diagram,average,stddev
y18a2s5d3.pdf,691.9046982135311,348.6908001092033
y20a5s3d2.pdf,1639.2139370104273,841.9273323728653
y19a3s8d1.pdf,1365.4766643189282,653.1130694448357
y21a3s5d4.pdf,1174.3033845996522,565.0595640441824
y19a4s11d1.pdf,1453.7324502463766,687.0110935571264
y17a5s2d2.pdf,736.605078407491,381.20246724987686
y18a3s2d1.pdf,857.1451342304682,415.41860487673284
y19a6s7d1.pdf,1584.5837131818994,824.6702698039153
y24a3s4d7.pdf,586.790071497214,271.10785736608244
y22a5s10d2.pdf,752.2637189459888,351.4112815835844
y22a4s1d1.pdf,849.7925102480418,413.56624918809314
y18a2s8d2.pdf,656.7907354789613,309.3093498021464
y21a5s8d2.pdf,1186.6111303180126,548.5322137376914
y22a5s4d1.pdf,669.5893987728051,364.6909999207086
y18a4s7d1.pdf,792.404167683378,378.81559525193836
y18a4s13d2.pdf,555.7877705339619,270.51850549859967
y17a5s5d2.pdf,1386.0161602624323,784.7293635895236
y22a4s4d1.pdf,778.3928299488941,365.3499074220793
y17a2s2d4.pdf,745.6660146233652,344.80669999510405
y21a3s1d2.pdf,1700.2777946196193,789.8666688696175
y17a2s3d5.pdf,738.4848177535168,358.51262562904776
y19a3s1d8.pdf,1237.7167010690516,597.949766661297
y19a3s3d1.pdf,1073.8103432577732,504.4760814608551
y23a3s4d2.pdf,729.6144833369747,368.1697900865449
y17a2s2d2.pdf,786.8903235681032,357.0239372831537
y24a6s5d4.pdf,732.6677756333673,373.237188940861
y17a3s11d1.pdf,1051.0190390551222,605.5564269416304
y20a5s6d1.pdf,1558.0148389974295,869.2377088646391
y21a3s4d1.pdf,1346.6129952436218,645.5308550426116
y18a3s7d1.pdf,857.0776736938017,444.35389993495517
y24a5s7d2.pdf,681.2736541843038,334.66948271364737
y20a4s2d1.pdf,1345.966390219069,621.2651839445066
y18a2s9d2.pdf,817.6357521751519,401.9659930805793
y21a5s7d2.pdf,1202.0234291979355,622.7194375330337
y21a3s8d4.pdf,1342.4539942147192,560.7560108638852
y17a3s8d2.pdf,735.3668628021436,341.3409288733367
y23a3s4d3.pdf,629.4474247882462,311.3157131499846
y19a3s5d2.pdf,1254.3800579942974,697.5702014411917
y22a5s4d2.pdf,336.9506742438842,169.20040324988938
y17a4s7d2.pdf,880.8908022707831,461.63101550343896
y24a5s5d1.pdf,729.2486564088334,376.5488615684692
y19a6s16d2.pdf,891.3811697590022,621.6496415713112
y17a2s5d4.pdf,1208.7087405590478,613.0979819399741
y22a3s1d3.pdf,734.0905387834562,388.5220749894876
y24a3s2d2.pdf,730.3750577877686,347.05696877731526
y18a2s2d2.pdf,991.080452867547,472.69948614085274
y22a4s6d1.pdf,778.4298633369395,460.0647067451791
y22a3s4d1.pdf,856.9138285362302,407.3363986717765
y18a5s9d1.pdf,782.4008158648436,458.7506756198254
y22a6s6d3.pdf,397.7021401405705,198.90945682225444
y18a4s9d2.pdf,1126.986166366649,578.9902561925506
y19a3s1d2.pdf,1553.5905779729574,717.923334090242
y21a6s3d2.pdf,1825.4812228230435,968.6969934785935
y19a3s13d6.pdf,912.9287356959059,480.61044191112666
y19a6s12d1.pdf,1768.6802717402004,846.6274216524369
y19a5s1d1.pdf,1351.846527711539,695.0009098962959
y20a5s2d2.pdf,1227.6776965082422,601.5217056641474
y23a3s5d2.pdf,889.4888706485425,413.53829330343893
y22a3s4d3.pdf,598.6263464679854,280.9283749638796
y17a2s2d1.pdf,992.8391857700017,450.98285597652745
y22a3s2d1.pdf,755.6264842354094,373.40065038747565
y21a3s6d2.pdf,1199.7145322517445,623.2704332977537
y24a3s4d4.pdf,832.5330237109077,380.3472419129304
y24a6s2d2.pdf,812.8842633721976,374.16215627642765
y20a6s4d2.pdf,1238.7312580728878,531.8985735038053
y21a6s6d1.pdf,1762.4726108957611,955.5473329917112
y18a2s13d3.pdf,746.7564972424847,324.9140992960649
y20a3s2d4.pdf,1138.8642341809586,564.3257883766129
y17a2s9d2.pdf,844.4348510265445,422.94946392972804
y18a5s2d1.pdf,1219.5842532510298,690.5842500122523
y18a5s10d1.pdf,801.7289789186099,387.1896566551192
y19a4s15d1.pdf,1662.1606101701177,762.5274712824718
y21a3s7d6.pdf,1197.8109021508517,523.828647758379
y23a3s2d4.pdf,706.1376299834582,297.5753284342862
y22a6s1d1.pdf,745.361643074894,312.42807243341485
y20a5s2d1.pdf,1424.5570457007027,769.2776958159753
y19a4s13d1.pdf,1672.2102732390424,764.4338892444651
y24a4s7d1.pdf,1399.3049458032363,669.1279760709059
y23a3s1d1.pdf,757.9512563686287,381.9676510181408
y17a2s3d3.pdf,701.1155069702853,328.3978015475108
y21a6s1d3.pdf,2130.7122226730653,1278.4831114019341
y22a6s10d3.pdf,752.4852709630168,299.6225332618701
y21a3s1d3.pdf,1486.1392742653793,741.80681631006
y20a6s3d2.pdf,1449.4727843970768,706.1758614482551
y22a3s3d2.pdf,854.8207845396073,383.6773981606425
y22a4s8d1.pdf,847.2679540591204,407.2844932055427
y21a4s7d1.pdf,1626.6348214920497,814.6397946012405
y19a3s6d5.pdf,923.8889486118462,461.4117454813993
y23a5s1d2.pdf,1044.1239488640822,553.2634184343898
y18a2s5d4.pdf,790.257444226367,368.33389488251026
y21a6s4d2.pdf,1410.0346727273418,791.4251069858522
y22a3s6d4.pdf,711.5660093933712,299.7233541138687
y17a5s13d2.pdf,721.9369206865864,315.68728889163583
y18a4s9d1.pdf,638.5195057444395,326.84183524609557
y21a6s7d2.pdf,1923.8929075343106,929.3014654419254
y24a5s3d1.pdf,797.3442332327364,391.8169760416932
y24a4s6d1.pdf,1781.9312762247246,860.035144277703
y24a3s4d1.pdf,904.9556353698364,436.5060219885105
y22a6s3d2.pdf,798.5301337132771,392.1737250560261
y22a3s9d4.pdf,516.1568048982762,239.93584786466607
y20a6s3d1.pdf,1452.4619337293789,711.4662144829479
y22a3s9d7.pdf,901.5065029243566,429.3905924346405
y19a6s6d1.pdf,1771.9946578434942,836.3923347940977
y19a6s2d5.pdf,1607.3363171342028,766.3826845493134
y22a6s1d2.pdf,582.0417516676974,292.4811539271462
y17a2s6d2.pdf,774.0328457360977,397.0128609715692
y20a6s6d1.pdf,1452.0629038214329,736.934021413788
y21a4s3d1.pdf,1559.3431023627984,760.8173298860623
y22a3s4d2.pdf,777.8183203779832,370.6203001382934
y18a4s6d1.pdf,893.2298855558352,415.5291140697733
y22a6s2d2.pdf,796.9239507918824,404.858568198823
y19a3s6d12.pdf,1138.1680598672538,591.7865381692324
y18a5s5d1.pdf,904.3518209072718,436.8386257542414
y17a4s11d1.pdf,749.6931415685426,374.4803393738129
y18a2s13d2.pdf,880.6043446916088,383.4715454965338
y20a5s7d2.pdf,1297.2876527846756,529.2086874015914
y18a3s4d1.pdf,693.9424949184446,336.93387648467166
y19a3s14d1.pdf,1477.8950850275062,988.6538088586767
y20a4s6d1.pdf,1891.5764960632541,1061.2343027132831
y23a3s1d2.pdf,700.8111463973305,367.2862273390299
y20a3s3d1.pdf,1550.0888019613606,745.112940324399
y18a4s3d2.pdf,558.123240772986,252.60243856445368
y17a5s2d1.pdf,812.3704497200392,408.10468724947845
y19a6s3d1.pdf,1568.281305611971,660.0871127874043
y20a6s4d1.pdf,1795.6501225216234,894.6812212329259
y18a2s1d2.pdf,667.8998079214693,275.5786274582947
y18a5s13d1.pdf,850.2193171551119,414.74031720321494
y22a3s7d1.pdf,838.608938390217,389.68653048543626
y21a5s5d1.pdf,1626.5020280159874,723.6523333248821
y24a6s4d2.pdf,689.9293701439302,229.90419831589836
y17a2s5d1.pdf,822.2277238394532,352.1902980594832
y17a2s9d3.pdf,789.952272369804,373.0597026819366
y24a6s7d5.pdf,563.4291294274058,217.03104214727614
y22a4s9d1.pdf,819.4944589978094,395.101541477387
y18a2s11d1.pdf,1033.203657506503,462.6742886235198
y21a3s6d7.pdf,1057.849054058822,526.4220380646964
y24a5s2d3.pdf,857.001741354936,380.6314503938066
y17a2s8d4.pdf,758.3160464099374,367.5376578166621
y18a4s2d2.pdf,635.865105092039,325.9573881965877
y22a4s3d1.pdf,588.2549880432856,292.2289060964417
y21a3s3d1.pdf,1587.306837588275,773.4290537395404
y21a6s1d1.pdf,1289.8158242998704,709.217150043806
y22a6s2d1.pdf,972.2606480836823,540.6895295921405
y18a2s3d2.pdf,567.5242760534312,286.1471965056635
y17a4s3d2.pdf,655.7699481675535,322.76863735831296
y18a4s11d2.pdf,1057.3505948991442,567.9627413047286
y21a3s8d2.pdf,1686.3327592879796,803.2115379447926
y19a3s6d9.pdf,875.6132454920472,430.381544521066
y22a6s10d1.pdf,768.2877545487605,390.7574061394715
y18a5s1d2.pdf,1080.5001487347904,538.7670692422518
y19a3s12d1.pdf,1840.0214572473424,859.292840221809
y20a5s5d2.pdf,1238.0424662178891,610.8615652020735
y18a3s10d1.pdf,833.6188591243086,386.54626508478356
y18a2s13d1.pdf,821.2702856916403,380.96955940900745
y24a3s5d1.pdf,708.1723999846292,336.9868495954926
y17a2s4d1.pdf,782.2805843598713,371.94451794636296
y24a6s3d2.pdf,958.1114220637307,537.5699563017567
y24a5s5d2.pdf,450.8474724529489,258.39986580631484
y20a3s4d1.pdf,1786.457812092168,862.5666425125405
y18a5s13d2.pdf,670.6080082557456,325.68032054928705
y18a5s4d1.pdf,1144.9590394288402,558.0149069217679
y20a3s3d3.pdf,991.3306986265183,470.2705408944664
y19a6s2d2.pdf,1001.8794225176792,469.5716633039794
y19a6s2d1.pdf,1262.8705848171176,668.7102551414941
y17a4s14d2.pdf,1430.2833842442549,740.6733183828916
y22a3s7d2.pdf,684.4111044794083,354.74712053314255
y23a6s3d2.pdf,716.063453069526,352.7912477818578
y18a2s4d2.pdf,754.7215991978661,349.6709107138505
y21a4s5d1.pdf,985.987029201269,472.5824655152412
y21a5s3d2.pdf,1182.0861825246714,575.2079593313957
y21a3s2d2.pdf,1201.444202605796,608.7909559322668
y19a4s10d1.pdf,1452.5806122139652,663.0091091879932
y19a3s1d5.pdf,1174.7592644260185,583.1801005003502
y19a3s6d2.pdf,1400.4662749152983,673.6857843662656
y24a5s7d4.pdf,910.4962888215687,366.08219665645754
y23a3s2d2.pdf,668.8236845067287,306.8553917137457
y24a5s6d2.pdf,800.9045504985323,350.58340803686605
y20a5s6d2.pdf,1687.6567080968216,870.4200111377033
y19a3s11d2.pdf,1001.8726458358334,495.1705823508992
y17a5s4d1.pdf,832.5666907037789,395.8475024717191
y19a3s12d2.pdf,1303.8582888459666,677.5922397555175
y21a3s4d4.pdf,1218.6364007642067,601.1801664839996
y22a3s3d3.pdf,826.866187710103,374.1356972135283
y19a5s4d2.pdf,854.707760731264,445.55362932299334
y19a5s8d2.pdf,730.6981031636958,363.3857376310724
y23a6s5d2.pdf,693.2327765202042,342.83439018941806
y19a3s1d6.pdf,1189.5523956865031,586.5270791559138
y20a3s6d5.pdf,1199.9562589239554,552.4773518328811
y20a3s2d2.pdf,1022.8909572686126,503.254248084753
y22a3s2d3.pdf,812.1769532715731,430.20467054973847
y19a5s9d1.pdf,1443.2418097512095,733.5033122386076
y20a5s5d1.pdf,1581.8891891637481,754.583664072876
y18a4s10d1p1.pdf,622.7619122405687,309.56341099098734
y23a6s1d2.pdf,814.4194808407508,415.3374971030293
y22a5s6d2.pdf,711.3023105348457,358.30252803911213
y22a3s6d5.pdf,644.1461395869145,286.714176439215
y19a5s8d1.pdf,1265.332700404593,678.6610151234829
y19a3s13d2.pdf,720.138732506719,347.9492066208237
y17a5s7d1.pdf,718.0350263630527,340.2127900945707
y19a3s14d6.pdf,1491.007173178156,735.2885797785715
y23a3s5d4.pdf,697.9185913355041,327.51320874180226
y19a3s13d3.pdf,1048.7241492596986,461.00575498353857
y17a2s6d3.pdf,530.1066035457945,258.8796480125547
y22a3s9d1.pdf,801.3462823281892,348.2120709066615
y18a3s1d1.pdf,855.952374279056,423.1720930189931
y18a4s4d2.pdf,687.0768568767451,363.4040487315499
y17a2s3d2.pdf,650.547446338191,309.98042022533224
y21a3s5d1.pdf,1460.3229543341597,694.9437565082349
y24a3s3d1.pdf,714.5716573940607,379.3840455424165
y19a3s10d1.pdf,1646.472683270763,825.4657160301775
y20a4s5d1.pdf,1651.4792526374858,853.1195867311145
y22a3s9d2.pdf,641.4292672971551,266.78775679526007
y19a6s8d1.pdf,1630.1785759682036,782.4753160390279
y19a5s5d2.pdf,1338.3296606299657,691.24267812854
y19a6s4d1.pdf,1367.6850488497075,696.204964509388
y19a3s11d1.pdf,1463.374408131357,799.4693385146136
y17a5s9d1.pdf,895.7920070257787,451.3160801336338
y24a5s4d1.pdf,806.9547761922751,417.7234088764148
y18a5s7d1.pdf,743.0516579192566,349.6465665591202
y18a5s9d3.pdf,901.4357944022568,402.67280111878495
y22a5s7d1.pdf,1342.8287729342471,813.6723875952817
y19a5s6d2.pdf,1252.2939168587725,623.176472193458
y21a3s2d3.pdf,1508.2849092595468,711.2500899619873
y22a3s3d6.pdf,511.08414753296694,256.4415648676761
y20a3s2d3.pdf,961.3747768329214,454.99928170407503
y19a3s7d6.pdf,1241.9752174255286,609.4711694594421
y21a5s5d2.pdf,1341.387462867692,558.4304960385139
y24a3s5d2.pdf,579.2132739274523,333.5703771611851
y18a4s1d2.pdf,757.3749239721377,376.8553068817251
y19a6s14d2.pdf,1547.7803392665635,663.8961255328497
y22a3s6d2.pdf,696.2733353607613,330.50206470352526
y21a5s6d1.pdf,1809.78416560211,884.6158631340631
y22a5s10d1.pdf,934.0298887515409,451.9089469467814
y19a3s4d2.pdf,1898.146682618933,903.9271841632354
y19a3s14d3.pdf,1111.9852458863809,545.2888121799134
y19a6s12d2.pdf,1792.1112248713205,814.0531527289804
y18a3s8d1.pdf,900.0197258330693,443.2252838581659
y19a3s7d3.pdf,1229.3430708537098,551.0489677997784
y22a5s8d1.pdf,588.7309313071897,309.0716510457603
y19a6s5d2.pdf,1717.3526790155536,733.7913408606403
y19a5s9d2.pdf,1189.4840429215024,625.2012454797283
y18a2s11d2.pdf,770.2051966438984,348.28991012586397
y17a5s3d2.pdf,769.0418971644228,332.7657433359223
y18a3s6d1.pdf,662.4279668452712,317.9389194219166
y18a4s4d1.pdf,1115.2969236264894,539.9573245181548
y24a3s2d4.pdf,706.0196898878527,330.93907487781314
y19a6s14d1.pdf,1612.3628333704523,810.2803600809746
y23a3s3d3.pdf,462.584678028732,210.13602151252482
y22a3s5d3.pdf,660.7567099371608,406.0576630152805
y22a3s3d1.pdf,827.1907560667424,405.566468441497
y19a5s13d2.pdf,670.4259813579097,269.99744918777054
y18a4s8d1.pdf,826.6703937535907,404.8751890115543
y17a4s12d2.pdf,717.0313433874502,399.1498527883241
y23a5s1d1.pdf,777.0104555201999,389.0891114226611
y22a3s6d1.pdf,947.08128078541,472.76467548925984
y23a3s1d3.pdf,790.9675517336145,382.03613442062255
y22a3s5d5.pdf,581.07449043364,275.31972395975845
y20a3s5d1.pdf,1802.258165047131,898.5499594182809
y24a4s1d1.pdf,1443.2334788396295,686.8325415926411
y18a2s8d1p1.pdf,918.1129874396579,445.2822378299913
y18a5s6d1.pdf,844.0650405095481,405.727734867356
y19a4s4d1.pdf,1589.0877360672957,760.6140983023511
y23a4s3d1.pdf,904.4472632126001,434.8210750256438
y22a3s3d5.pdf,597.8716716115217,297.20195616109805
y18a2s2d3.pdf,968.0018354786407,464.3935878841789
y18a4s12d2.pdf,681.2328451869852,316.31863256076446
y21a3s2d4.pdf,1345.3020172017766,594.3686540287229
y18a2s6d2.pdf,603.5662035738249,290.800035019338
y23a3s5d1.pdf,1099.5377487657904,524.9218789100072
y24a6s2d1.pdf,611.2790666122249,312.7130422731175
y21a3s8d5.pdf,1184.168384903794,505.5661226053507
y18a4s2d1.pdf,802.5885782597477,392.4766024042095
y19a4s5d1.pdf,1718.9502127683263,860.010835564351
y18a2s9d1.pdf,859.7801507071778,413.43993534088094
y22a6s6d4.pdf,633.9872459629696,288.55236727427086
y22a3s5d4.pdf,646.5731911155149,309.111612513134
y22a5s1d1.pdf,867.3327170608376,416.6101891261738
