y18a4s10d2,6
y18a4s12d1,19
y18a4s12d2,6
y18a4s13d1,18
y18a4s13d2,8
y18a5s1d1,22
y18a5s1d2,11
y18a5s2d1,15
y18a5s2d2,9
y18a5s3d1,21
y18a5s3d2,12
y18a5s4d1,18
y18a5s4d2,7
y18a5s5d1,18
y18a5s5d2,9
y18a5s6d1,19
y18a5s6d2,8
y18a5s9d1,6
y18a5s9d2,17
y18a5s9d3,11
y18a5s10d1,16
y18a5s10d2,8
y18a5s12d1,21
y18a5s12d2,9
y18a5s13d1,29
y18a5s13d2,10
y17a2s1d2,5
y17a2s2d3,9
y17a2s3d5,13
y17a2s4d2,12
y17a2s5d4,30
y17a2s6d3,18
y17a2s7d3,11
y17a2s8d4,11
y17a2s9d3,11
y17a3s1d1,5
y17a3s2d1,6
y17a3s3d1,7
y17a3s4d1,6
y17a3s7d1,5
y17a3s8d1,6
y17a3s8d2,6
y17a3s9d1,4
y17a3s10d1,6
y17a3s11d1,6
y17a3s12d1,6
y17a3s13d1,6
y17a3s14d1,6
y17a4s1d1,24
y17a4s1d2,7
y17a4s2d1,20
y17a4s2d2,12
y17a4s3d1,26
y17a4s3d2,7
y17a4s4d1,16
y17a4s4d2,7
y17a4s7d1,19
y17a4s7d2,6
y17a4s8d1,28
y17a4s8d2,10
y17a4s9d1,22
y17a4s9d2,7
y17a4s11d1,20
y17a4s11d2,7
y17a4s12d1,16
y17a4s12d2,8
y17a4s14d1,20
y17a4s14d2,6
y17a5s1d1,19
y17a5s1d2,4
y17a5s1d3,6
y17a5s1d4,9
y17a5s2d1,13
y17a5s2d2,10
y17a5s3d1,21
y17a5s3d2,10
y17a5s4d1,21
y17a5s4d2,9
y17a5s5d1,17
y17a5s5d2,14
y17a5s7d1,19
y17a5s7d2,12
y17a5s8d1,13
y17a5s8d2,8
y17a5s9d1,20
y17a5s9d2,10
y17a5s11d1,18
y17a5s11d2,8
y17a5s12d1,15
y17a5s12d2,9
y17a5s13d1,19
y17a5s13d2,8
